link,id,host,date,Availability,Year,Floor,LoyerNet,Charges,Space,LatLong,Description
"https://www.immobilier.ch/fr/louer/appartement/vaud/renens/omnia-immobilier-courtage-1232/renens-avenir-commence-quai-ouest-373916
",373916,"Immobilier
","2020-02-22
",août 2020										</span>,2020,3,1500,-1,77,"46.5248730,6.5991110","<p>Nouvelle promotion de 89 logements en location idéalement située à la Gare de Renens, Quai Ouest ouvrira ses bras aux futurs locataires dès l'été 2020 avec plusieurs options de logements, commerces et bureaux. <br><br>Ce magnifique appartement de 2.5 pièces se situe au 3° étage et a été construit avec de très beaux matériaux et se compose comme suit:<br><br>- Spacieux séjour de 6,8 m²<br>- Cuisine ouverte avec îlot central et entièrement agencée avec lave-vaisselle<br>- Salle de douche avec douche italienne<br>- Une spacieuse chambre à coucher de 21,3m2 avec armoires murales<br>- Cellier de 6,6m² avec raccordement pour colonne de lavage<br>- Stores électriques<br>- Entrée avec armoires murales<br><br>- Loyer net : CHF1'500 .-<br>- Charges: CHF 220.-<br>- Total: CHF 1'720.-<br><br>Adresse: Place de la Gare à 1020 Renens<br><br>Plus d'informations sur www.quai-ouest.ch/location/logements ainsi que chez Omnia Immobilier ou</p>"
"https://www.immobilier.ch/fr/louer/appartement/vaud/renens/omnia-immobilier-courtage-1232/renens-avenir-commence-quai-ouest-373917
",373917,"Immobilier
","2020-02-22
",août 2020										</span>,2020,3,1550,-1,61,"46.5355668,6.5799793","<p>Nouvelle promotion de 89 logements en location idéalement située à la Gare de Renens, Quai Ouest ouvrira ses bras aux futurs locataires dès l'été 2020 avec plusieurs options de logements, commerces et bureaux. <br><br>Ce magnifique appartement de 2.5 pièces se situe au 3° étage et a été construit avec de très beaux matériaux et se compose comme suit:<br><br>- Spacieux séjour de 35,5m²<br>- Cuisine ouverte avec îlot central et entièrement agencée avec lave-vaisselle<br>- Salle de douche avec douche italienne<br>- Une spacieuse chambre à coucher de 15.1m2 avec armoires murales<br>- Stores électriques<br>- Entrée avec armoires murales<br><br>- Loyer net : CHF 1'550.-<br>- Charges: CHF 175.-<br>- Total: CHF 1'725.-<br><br>Adresse: Place de la Gare à 1020 Renens<br><br>Plus d'informations sur www.quai-ouest.ch/location/logements ainsi que chez Omnia Immobilier ou</p>"
"https://www.immobilier.ch/fr/louer/appartement/vaud/renens/omnia-immobilier-courtage-1232/renens-avenir-commence-quai-ouest-373938
",373938,"Immobilier
","2020-02-22
",août 2020										</span>,2020,4,1550,-1,62,"46.5394301,6.5960145","<p>Nouvelle promotion de 89 logements en location idéalement située à la Gare de Renens, Quai Ouest ouvrira ses bras aux futurs locataires dès l'été 2020 avec plusieurs options de logements, commerces et bureaux.<br><br>Ce magnifique appartement de 2.5 pièces se situe au 4° étage et a été construit avec de très beaux matériaux et se compose comme suit:<br><br>- Spacieux séjour de 36m2<br>- Cuisine ouverte avec îlot central et entièrement agencée avec lave-vaisselle<br>- Salle de douche avec douche italienne<br>- Une spacieuse chambre à coucher de 15.4m2 avec armoires murales<br>- Stores électriques<br>- Entrée avec armoires murales<br><br>- Loyer net : CHF 1'550 .-<br>- Charges: CHF 180.-<br>- Total: CHF 1'730.-<br><br>Adresse: Place de la Gare à 1020 Renens<br><br>Plus d'informations sur www.quai-ouest.ch/location/logements ainsi que chez Omnia Immobilier ou</p>"
"https://www.immobilier.ch/fr/louer/appartement/vaud/renens/omnia-immobilier-courtage-1232/renens-avenir-commence-quai-ouest-373939
",373939,"Immobilier
","2020-02-22
",août 2020										</span>,2020,3,1490,-1,52,"46.5318127,6.5941391","<p>Nouvelle promotion de 89 logements en location idéalement située à la Gare de Renens, Quai Ouest ouvrira ses bras aux futurs locataires dès l'été 2020 avec plusieurs options de logements, commerces et bureaux.<br><br>Ce magnifique studio se situe au 3° étage et a été construit avec de très beaux matériaux et se compose comme suit:<br><br>- Un séjour de 34.9m2 avec armoires murales à l'entrée<br>- Cuisine ouverte entièrement agencée avec lave-vaisselle<br>- Salle de douche avec douche italienne<br>- Stores électriques<br><br>- Loyer net : CHF 1'490 .-<br>- Charges: CHF 150.-<br>- Total: CHF 1'640.-<br><br>Adresse: Place de la Gare à 1020 Renens<br><br>Plus d'informations sur www.quai-ouest.ch/location/logements ainsi que chez Omnia Immobilier ou</p>"
"https://www.immobilier.ch/fr/louer/appartement/vaud/renens/bernard-nicod-siege-400/appartement-2-pieces-3eme-etage-renens-vd-374351
",374351,"Immobilier
","2020-02-22
",mars 2020										</span>,-1,3,-1,120,44,"46.5407308,6.5838765",<p>Balcon - Tranquillité - Verdure - A proximité des écoles - salle de bains/WC - séjour - cuisine - hall - chambre</p>
"https://www.immobilier.ch/fr/louer/appartement/vaud/renens/omnia-immobilier-courtage-1232/renens-avenir-commence-quai-ouest-377308
",377308,"Immobilier
","2020-02-22
",août 2020										</span>,2020,5,1650,-1,54,"46.5351072,6.5795312","<p>Nouvelle promotion de 89 logements en location idéalement située à la Gare de Renens, Quai Ouest ouvrira ses bras aux futurs locataires dès l'été 2020 avec plusieurs options de logements, commerces et bureaux. <br><br>Ce magnifique appartement de 2.5 pièces se situe au 5° étage et a été construit avec de très beaux matériaux et se compose comme suit:<br><br>- Spacieux séjour de 33.4m²<br>- Cuisine ouverte avec ilot central et entièrement agencée avec lave-vaisselle<br>- Salle de douche avec douche italienne<br>- Une spacieuse chambre à coucher de 15m2 avec armoires murales<br>- Stores électriques<br>- Entrée avec armoires murales<br><br>- Loyer net : CHF 1'650.-<br>- Charges: CHF 155.-<br>- Total: CHF 1'805.-<br><br>Adresse: Place de la Gare à 1020 Renens<br><br>Plus d'informations sur www.quai-ouest.ch/location/logements ainsi que chez Omnia Immobilier ou</p>"
"https://www.immobilier.ch/fr/louer/appartement/vaud/renens/omnia-immobilier-courtage-1232/renens-avenir-commence-quai-ouest-377309
",377309,"Immobilier
","2020-02-22
",août 2020										</span>,2020,5,2100,-1,90,"46.5366221,6.5798182","<p>Nouvelle promotion de 89 logements en location idéalement située à la Gare de Renens, Quai Ouest ouvrira ses bras aux futurs locataires dès l'été 2020 avec plusieurs options de logements, commerces et bureaux.<br><br>Ce magnifique appartement de 3.5 pièces se situe au 5° étage et a été construit avec de très beaux matériaux et se compose comme suit:<br><br>- Spacieux séjour de 40.1m2 <br>- Cuisine ouverte avec îlot central et entièrement agencée avec lave-vaisselle<br>- Salle de bains/WC<br>- Une chambre à coucher de 17m2 avec armoires murales<br>- Une deuxième chambre de 16m2<br>- Stores électriques<br>- Entrée avec armoires murales<br><br>- Loyer net : CHF 2'100.-<br>- Charges: CHF 260.-<br>- Total: CHF 2'360.-<br><br>Adresse: Place de la Gare à 1020 Renens<br><br>Plus d'informations sur www.quai-ouest.ch/location/logements ainsi que chez Omnia Immobilier ou</p>"
"https://www.immobilier.ch/fr/louer/appartement/vaud/renens/omnia-immobilier-courtage-1232/renens-avenir-commence-quai-ouest-377310
",377310,"Immobilier
","2020-02-22
",août 2020										</span>,2020,5,1900,-1,81,"46.5381727,6.5900832","<p>Nouvelle promotion de 89 logements en location idéalement située à la Gare de Renens, Quai Ouest ouvrira ses bras aux futurs locataires dès l'été 2020 avec plusieurs options de logements, commerces et bureaux.<br><br>Ce magnifique appartement de 3.5 pièces se situe au 5° étage et a été construit avec de très beaux matériaux et se compose comme suit:<br><br>- Spacieux séjour de 33.5m2<br>- Cuisine ouverte avec îlot central et entièrement agencée avec lave-vaisselle<br>- Salle de bains/WC<br>- Une chambre à coucher de 16m2 avec armoires murales<br>- Une deuxième chambre de 13,9m2<br>- Stores électriques<br>- Entrée avec armoires murales<br><br>- Loyer net : CHF 1'900.-<br>- Charges: CHF 235.-<br>- Total: CHF 2'135.-<br><br>Adresse: Place de la Gare à 1020 Renens<br><br>Plus d'informations sur www.quai-ouest.ch/location/logements ainsi que chez Omnia Immobilier ou</p>"
"https://www.immobilier.ch/fr/louer/appartement/vaud/renens/omnia-immobilier-courtage-1232/renens-avenir-commence-quai-ouest-377331
",377331,"Immobilier
","2020-02-22
",août 2020										</span>,2020,6,1850,-1,71,"46.5365624,6.5789841","<p>Nouvelle promotion de 89 logements en location idéalement située à la Gare de Renens, Quai Ouest ouvrira ses bras aux futurs locataires dès l'été 2020 avec plusieurs options de logements, commerces et bureaux.<br><br>Ce magnifique appartement de 3.5 pièces se situe au 6° étage et a été construit avec de très beaux matériaux et se compose comme suit:<br><br>- Spacieux séjour de 27m2 <br>- Cuisine ouverte avec îlot central et entièrement agencée avec lave-vaisselle<br>- Salle de douche avec douche italienne<br>- Une spacieuse chambre à coucher de 23.1m2 avec armoires murales<br>- Une spacieuse chambre à coucher de 23.1m2<br>- Stores électriques<br>- Entrée avec armoires murales<br><br>- Loyer net : CHF 1'850.-<br>- Charges: CHF 205.-<br>- Total: CHF 2'055.-<br><br>Adresse: Place de la Gare à 1020 Renens<br><br>Plus d'informations sur www.quai-ouest.ch/location/logements ainsi que chez Omnia Immobilier ou</p>"
"https://www.immobilier.ch/fr/louer/appartement/vaud/renens/omnia-immobilier-courtage-1232/renens-avenir-commence-quai-ouest-377332
",377332,"Immobilier
","2020-02-22
",août 2020										</span>,2020,7,1950,-1,71,"46.5355668,6.5799793","<p>Nouvelle promotion de 89 logements en location idéalement située à la Gare de Renens, Quai Ouest ouvrira ses bras aux futurs locataires dès l'été 2020 avec plusieurs options de logements, commerces et bureaux. <br><br>Ce magnifique appartement de 3.5 pièces se situe au 7° étage et a été construit avec de très beaux matériaux et se compose comme suit:<br><br>- Spacieux séjour de 27m²<br>- Cuisine ouverte entièrement agencée avec lave-vaisselle<br>- Salle de douche avec douche italienne<br>- Une spacieuse chambre à coucher de 16m2 avec armoires murales<br>- Une spacieuse chambre à coucher de 11.4m2<br>- Stores électriques<br>- Entrée avec armoires murales<br><br>- Loyer net : CHF 1'950.-<br>- Charges: CHF 205.-<br>- Total: CHF 2'155.-<br><br>Adresse: Place de la Gare à 1020 Renens<br><br>Plus d'informations sur www.quai-ouest.ch/location/logements ainsi que chez Omnia Immobilier ou</p>"
"https://www.immobilier.ch/fr/louer/appartement/vaud/renens/omnia-immobilier-courtage-1232/renens-avenir-commence-quai-ouest-377333
",377333,"Immobilier
","2020-02-22
",août 2020										</span>,2020,6,1650,-1,53,"46.5355668,6.5799793","<p>Nouvelle promotion de 89 logements en location idéalement située à la Gare de Renens, Quai Ouest ouvrira ses bras aux futurs locataires dès l'été 2020 avec plusieurs options de logements, commerces et bureaux. <br><br>Ce magnifique appartement de 2.5 pièces se situe au 6° étage et a été construit avec de très beaux matériaux et se compose comme suit:<br><br>- Spacieux séjour de 34.1m²<br>- Cuisine ouverte avec îlot central et entièrement agencée avec lave-vaisselle<br>- Salle de douche avec douche italienne<br>- Une spacieuse chambre à coucher de 13.9m2 avec armoires murales<br>- Stores électriques<br>- Entrée avec armoires murales<br><br>- Loyer net : CHF 1'650.-<br>- Charges: CHF 150.-<br>- Total: CHF 1'800.-<br><br>Adresse: Place de la Gare à 1020 Renens<br><br>Plus d'informations sur www.quai-ouest.ch/location/logements ainsi que chez Omnia Immobilier ou</p>"
"https://www.immobilier.ch/fr/louer/appartement/vaud/renens/gerance-robert-crot-cie-256/studio-proche-transports-publics-381162
",381162,"Immobilier
","2020-02-22
",mars 2020										</span>,-1,2,820,80,31,"46.5351929,6.5810050","<p>Il est à proximité des transports publics (arrêt Renens-village bus à 100 m, des commerces à 400 m, de l'Ecal à 500 m et également d'un établissement scolaire secondaire à 600 m.<br>Comprenant : <br> <br> - Cuisine agencée avec réfrigérateur <br> - Pièce à vivre<br> - Salle de bains/wc <br> - Balcon <br> - Cave</p>"
"https://www.immobilier.ch/fr/louer/appartement/vaud/renens/publiaz-gerance-courtage-renens-274/joli-appartement-25-pieces-proche-toutes-commodites-381306
",381306,"Immobilier
","2020-02-22
",mars 2020										</span>,-1,2,950,130,48,"46.5366378,6.5881085","<p>Joli appartement de 2.5 pièces d'env, 48 m2 au 2ème étage composé de la manière suivante:<br><br>- Hall<br>- Une chambre à coucher<br>- Séjour<br>- Cuisine<br>- Salle de bains/WC<br>- Balcon<br><br>Ce logement est disponible dès le 15 mars 2020 au prix de CHF 950.- + CHF 130.- de charges, soit un total de CHF 1'080.-.<br><br>En cas d'intérêt et pour visiter cet objet, merci de bien vouloir prendre contact avec le concierge M. BERNARDO.<br><br>Pour tout renseignement complémentaire, notre service location se tient à votre entière disposition par téléphone ou par courriel à l'adresse.</p>"
"https://www.immobilier.ch/fr/louer/appartement/vaud/renens/galland-cie-254/appartement-3-pieces-310847
",310847,"Immobilier
","2020-02-22
",No info,-1,0,1400,110,60,"46.5381864,6.5858113","<p>Renens-Village, quartier calme, commerces et poste à proximité.<br>Comprenant : hall, séjour, 2 chambres, cuisine, salle-de-bains/WC et cave.</p>"
"https://www.immobilier.ch/fr/louer/appartement/vaud/renens/galland-cie-254/appartement-3-pieces-rafraichi-310848
",310848,"Immobilier
","2020-02-22
",No info,-1,3,1320,120,60,"46.5337457,6.5970575","<p>Renens-Village, quartier calme, commerces et poste à proximité.<br>Comprenant : hall, séjour avec balcon, cuisine avec agencement ouverte, 2 chambres à coucher, salle de bains/WC, balcon et cave.</p>"
"https://www.immobilier.ch/fr/louer/appartement/vaud/renens/regie-croset-404/appartement-2-pieces-5eme-etage-314202
",314202,"Immobilier
","2020-02-22
",maintenant										</span>,1962,5,1140,150,46,"46.5351072,6.5795312","<p>Immeuble situé dans un quartier calme et verdoyant, proche des commerces, des écoles, de garderies, d'aires de jeux et divers centre sportifs tels que la patinoire de Malley et son centre de fitness facilement accessibles en transports en commun.<br>Ce logement comprend : un hall d'entrée, une chambre, séjour, cuisine agencée, salle de bains/WC et balcon. <br> <br> Pour toutes demandes d'informations de contact, nous vous invitons à consulter notre site internet www.regieducroset.ch sous l'onglet « à louer ».<br></p>"
"https://www.immobilier.ch/fr/louer/appartement/vaud/renens/omnia-immobilier-courtage-1232/renens-avenir-commence-quai-ouest-364996
",364996,"Immobilier
","2020-02-22
",août 2020										</span>,2020,4,1250,-1,37,"46.5312811,6.5982042","<p>Idéalement situé à la Gare de Renens, Quai Ouest ouvrira ses bras aux futurs locataires dès l'été 2020 avec plusieurs options de logements, commerces et bureaux. <br><br>Ce magnifique studio se situe au 4° étage et a été construit avec de très beaux matériaux et se compose comme suit:<br><br>- Un séjour de 32m2 avec armoires murales à l'entrée<br>- Cuisine ouverte avec ilot central et entièrement agencée avec lave-vaisselle<br>- Salle de douche avec douche italienne<br>- Stores électriques<br><br>Adresse: Place de la Gare à 1020 Renens<br><br>Renseignements: Omnia Immobilier ou</p>"
"https://www.immobilier.ch/fr/louer/appartement/vaud/renens/omnia-immobilier-courtage-1232/renens-avenir-commence-quai-ouest-364997
",364997,"Immobilier
","2020-02-22
",août 2020										</span>,2020,3,2600,-1,-1,"46.5345793,6.5797203","<p>Idéalement situé à la Gare de Renens, Quai Ouest ouvrira ses bras aux futurs locataires dès l'été 2020 avec plusieurs options de logements, commerces et bureaux. <br><br>Ce magnifique appartement de 4.5 pièces se situe au 3° étage et a été construit avec de très beaux matériaux et se compose comme suit:<br><br>- Spacieux séjour de 40.3m2 <br>- Suite parentale de 28.9m2 avec salle de douche italienne<br>- Deux chambres à coucher d'environ 13m2 chacune<br>- Raccordement pour colonne de lavage<br>- Une salle de bains/WC<br>- Cuisine ouverte avec ilot central et entièrement agencée avec lave-vaisselle<br>- Stores électriques<br>- Entrée avec armoires murales<br><br>Adresse: Place de la Gare à 1020 Renens<br><br>Renseignements: Omnia Immobilier ou</p>"
"https://www.immobilier.ch/fr/louer/appartement/vaud/renens/regie-duboux-279/nouvelle-promotion-appartements-1-piece-renens-365005
",365005,"Immobilier
","2020-02-22
",juin 2020										</span>,2020,-1,900,90,26,"46.5336226,6.5919070","<p>Pour les plans, demande de location et prix : www.parc-du-simplon.ch <br><br>PORTES OUVERTES LES SAMEDIS : 25.01.2020, 08.02.2020, 22.02.2020 ET 07.03.2020, DE 10H00 À 14H00! <br><br>Venez visiter notre appartement témoin! (Depuis l'entrée du chantier, laquelle se situe à l'avenue du Silo, derrière le Gymnase de Renens).<br><br>Disponibles dès la mi-2020, les 132 premiers appartements des 272 que comptera à terme le futur Parc du Simplon à Renens sont désormais ouverts à la location. <br><br>Les immeubles du quartier proposent donc un large éventail d'appartements adaptés à des profils de locataires variés. D'une hauteur maximale de quatre étages, les immeubles offriront à leurs locataires de nombreux espaces verts et terrasses. Idéal pour les familles, les pendulaires et la communauté universitaire, le Parc du Simplon promet une atmosphère joyeuse et conviviale. <br><br>Par ailleurs, situé à deux pas de la gare de Renens, le quartier offrira de nombreuses commodités allant des commerces aux services ainsi que des Espaces de rencontre, aires de jeux, voies cyclables, places arborisées et jardins. <br><br>Les quelque 140 autres appartements du quartier seront disponibles en 2021. Leur mise en location interviendra à l'été 2020.<br><br>Offre : 1.5 pièces dès CHF 900.- et dès 26m2. <br><br>Pour tout complément d'informations, n'hésitez pas à nous contacter ou rendez vous sur www.parc-du-simplon.ch (plans disponibles).</p>"
"https://www.immobilier.ch/fr/louer/appartement/vaud/renens/omnia-immobilier-courtage-1232/renens-avenir-commence-quai-ouest-373912
",373912,"Immobilier
","2020-02-22
",août 2020										</span>,2020,3,2350,-1,101,"46.5355668,6.5799793","<p>Nouvelle promotion de 89 logements en location idéalement située à la Gare de Renens, Quai Ouest ouvrira ses bras aux futurs locataires dès l'été 2020 avec plusieurs options de logements, commerces et bureaux.<br><br>Ce magnifique appartement de 3.5 pièces se situe au 3° étage et a été construit avec de très beaux matériaux et se compose comme suit:<br><br>- Spacieux séjour de 45,7m2<br>- Cuisine ouverte et entièrement agencée avec lave-vaisselle<br>- Salle de bains/WC<br>- Une chambre à coucher de 27.2m2 avec dressing<br>- Une deuxième chambre de 12.6m2<br>- Stores électriques<br>- Entrée avec armoires murales<br><br>- Loyer net : CHF 2'350 .-<br>- Charges: CHF 290.-<br>- Total: CHF 2'640.-<br><br>Adresse: Place de la Gare à 1020 Renens<br><br>Plus d'informations sur www.quai-ouest.ch/location/logements ainsi que chez Omnia Immobilier ou</p>"
